Locality Name,Post Code,Municipality Name
Teddywaddy West,3527,Buloke Shire Council
Teesdale,3328,Golden Plains Shire Council
Telangatuk East,3401,Horsham Rural City Council
Telford,3730,Moira Shire Council
Telopea Downs,3420,West Wimmera Shire Council
Templestowe,3106,Manningham City Council
Templestowe Lower,3107,Manningham City Council
Tempy,3489,Mildura Rural City Council
Tempy,3489,Yarriambiack Shire Council
Tenby Point,3984,Bass Coast Shire Council
Tennyson,3572,Campaspe Shire Council
Terang,3264,Corangamite Shire Council
Terang,3264,Moyne Shire Council
Terip Terip,3719,Murrindindi Shire Council
Terrappee,3525,Buloke Shire Council
Terrappee,3525,Loddon Shire Council
Terrick Terrick,3575,Loddon Shire Council
Terrick Terrick East,3573,Campaspe Shire Council
Tesbury,3260,Corangamite Shire Council
Tetoora Road,3821,Baw Baw Shire Council
Thalia,3527,Buloke Shire Council
Thalloo,3825,Baw Baw Shire Council
The Basin,3154,Knox City Council
The Cove,3268,Moyne Shire Council
The Gurdies,3984,Bass Coast Shire Council
The Heart,3851,Wellington Shire Council
The Honeysuckles,3851,Wellington Shire Council
The Patch,3792,Yarra Ranges Shire Council
The Sisters,3265,Moyne Shire Council
Thologolong,3691,Towong Shire Council
Thomastown,3074,Whittlesea City Council
Thomson,3219,Greater Geelong City Council
Thoona,3726,Benalla Rural City Council
Thornbury,3071,Darebin City Council
Thornhill Park,3335,Melton City Council
Thornton,3712,Murrindindi Shire Council
Thorpdale,3835,Baw Baw Shire Council
Thorpdale South,3824,Baw Baw Shire Council
Thorpdale South,3824,South Gippsland Shire Council
Thowgla Valley,3707,Towong Shire Council
Three Bridges,3797,Yarra Ranges Shire Council
Tidal River,3960,South Gippsland Shire Council
Timboon,3268,Corangamite Shire Council
Timboon West,3268,Corangamite Shire Council
Timmering,3561,Campaspe Shire Council
Timor,3465,Central Goldfields Shire Council
Timor West,3465,Central Goldfields Shire Council
Tinamba,3859,Wellington Shire Council
Tinamba West,3859,Wellington Shire Council
Tintaldra,3708,Towong Shire Council
Tittybong,3542,Gannawarra Shire Council
Tol Tol,3549,Swan Hill Rural City Council
Tolmie,3723,Benalla Rural City Council
Tolmie,3723,Mansfield Shire Council
Tolmie,3723,Wangaratta Rural City Council
Tom Groggin,3707,Towong Shire Council
Tongala,3621,Campaspe Shire Council
Tonghi Creek,3890,East Gippsland Shire Council
Tongio,3896,East Gippsland Shire Council
Tonimbuk,3815,Cardinia Shire Council
Tooan,3409,Horsham Rural City Council
Tooborac,3522,Mitchell Shire Council
Toolamba,3614,Greater Shepparton City Council
Toolamba West,3614,Greater Shepparton City Council
Toolangi,3777,Murrindindi Shire Council
Toolangi,3777,Yarra Ranges Shire Council
Toolern Vale,3337,Macedon Ranges Shire Council
Toolern Vale,3337,Melton City Council
Toolleen,3551,Campaspe Shire Council
Toolleen,3551,Greater Bendigo City Council
Toolondo,3401,Horsham Rural City Council
Toolong,3285,Moyne Shire Council
Toongabbie,3856,Latrobe City Council
Toongabbie,3856,Wellington Shire Council
Toora,3962,South Gippsland Shire Council
Toora North,3962,South Gippsland Shire Council
Tooradin,3980,Cardinia Shire Council
Tooradin,3980,Casey City Council
Toorak,3142,Stonnington City Council
Toorloo Arm,3909,East Gippsland Shire Council
Tootgarook,3941,Mornington Peninsula Shire Council
Torquay,3228,Surf Coast Shire Council
Torrita,3490,Mildura Rural City Council
Torrumbarry,3562,Campaspe Shire Council
Torwood,3821,Baw Baw Shire Council
Tostaree,3888,East Gippsland Shire Council
Tottenham,3012,Maribyrnong City Council
Tottington,3477,Northern Grampians Shire Council
Tourello,3363,Ballarat City Council
Towan,3596,Swan Hill Rural City Council
Towaninny,3527,Buloke Shire Council
Towaninny South,3527,Buloke Shire Council
Tower Hill,3283,Moyne Shire Council
Towong,3707,Towong Shire Council
Towong Upper,3707,Towong Shire Council
Trafalgar,3824,Baw Baw Shire Council
Trafalgar East,3824,Baw Baw Shire Council
Trafalgar South,3824,Baw Baw Shire Council
Tragowel,3579,Gannawarra Shire Council
Traralgon,3844,Latrobe City Council
Traralgon East,3844,Latrobe City Council
Traralgon South,3844,Latrobe City Council
Travancore,3032,Moonee Valley City Council
Trawalla,3373,Pyrenees Shire Council
Trawool,3660,Mitchell Shire Council
Trawool,3660,Murrindindi Shire Council
Traynors Lagoon,3477,Northern Grampians Shire Council
Tremont,3785,Yarra Ranges Shire Council
Trentham,3458,Hepburn Shire Council
Trentham,3458,Moorabool Shire Council
Trentham East,3458,Hepburn Shire Council
Trentham East,3458,Macedon Ranges Shire Council
Tresco,3583,Swan Hill Rural City Council
Tresco West,3584,Swan Hill Rural City Council
Trida,3953,Baw Baw Shire Council
Trida,3953,South Gippsland Shire Council
Truganina,3029,Melton City Council
Truganina,3029,Wyndham City Council
Tubbut,3888,East Gippsland Shire Council
Tuerong,3915,Mornington Peninsula Shire Council
Tulkara,3384,Northern Grampians Shire Council
Tullamarine,3043,Brimbank City Council
Tullamarine,3043,Hume City Council
Tullamarine,3043,Moreland City Council
Tungamah,3728,Moira Shire Council
Turoar,3546,Swan Hill Rural City Council
Turriff,3488,Yarriambiack Shire Council
Turriff East,3488,Buloke Shire Council
Turtons Creek,3960,South Gippsland Shire Council
Tutye,3490,Mildura Rural City Council
Tyaak,3658,Mitchell Shire Council
Tyabb,3913,Mornington Peninsula Shire Council
Tyenna,3533,Buloke Shire Council
Tyers,3844,Latrobe City Council
Tylden,3444,Hepburn Shire Council
Tylden,3444,Macedon Ranges Shire Council
Tylden South,3444,Hepburn Shire Council
Tynong,3813,Cardinia Shire Council
Tynong North,3813,Cardinia Shire Council
Tyntynder,3586,Swan Hill Rural City Council
Tyntynder South,3586,Swan Hill Rural City Council
Tyrendarra,3285,Glenelg Shire Council
Tyrendarra East,3285,Moyne Shire Council
Tyrrell,3533,Buloke Shire Council
Tyrrell,3533,Swan Hill Rural City Council
Tyrrell Downs,3533,Buloke Shire Council
Ullina,3370,Hepburn Shire Council
Ullswater,3318,West Wimmera Shire Council
Ultima,3544,Swan Hill Rural City Council
Ultima East,3544,Swan Hill Rural City Council
Ulupna,3641,Moira Shire Council
Undera,3629,Greater Shepparton City Council
Underbool,3509,Mildura Rural City Council
Upotipotpon,3669,Strathbogie Shire Council
Upper Ferntree Gully,3156,Knox City Council
Upper Ferntree Gully,3156,Yarra Ranges Shire Council
Upper Gundowring,3691,Alpine Shire Council
Upper Lurg,3673,Benalla Rural City Council
Upper Lurg,3673,Wangaratta Rural City Council
Upper Plenty,3756,Mitchell Shire Council
Upper Ryans Creek,3673,Benalla Rural City Council
Upton Hill,3664,Strathbogie Shire Council
Upwey,3158,Yarra Ranges Shire Council
Valencia Creek,3860,Wellington Shire Council
Vasey,3407,Southern Grampians Shire Council
Vaughan,3451,Mount Alexander Shire Council
Vectis,3401,Horsham Rural City Council
Ventnor,3922,Bass Coast Shire Council
Venus Bay,3956,South Gippsland Shire Council
Vermont,3133,Maroondah City Council
Vermont,3133,Whitehorse City Council
Vermont South,3133,Whitehorse City Council
Vervale,3814,Cardinia Shire Council
Vesper,3833,Baw Baw Shire Council
Victoria Point,3294,Southern Grampians Shire Council
Victoria Valley,3294,Southern Grampians Shire Council
Viewbank,3084,Banyule City Council
Vinifera,3591,Swan Hill Rural City Council
Violet Town,3669,Greater Shepparton City Council
Violet Town,3669,Strathbogie Shire Council
Vite Vite,3325,Corangamite Shire Council
Vite Vite North,3325,Corangamite Shire Council
W Tree,3885,East Gippsland Shire Council
Waaia,3637,Moira Shire Council
Waanyarra,3551,Loddon Shire Council
Waarre,3269,Corangamite Shire Council
Waggarandall,3646,Moira Shire Council
Wahgunyah,3687,Indigo Shire Council
Wahring,3608,Strathbogie Shire Council
Wail,3401,Horsham Rural City Council
Wairewa,3887,East Gippsland Shire Council
Waitchie,3544,Swan Hill Rural City Council
Wal Wal,3385,Northern Grampians Shire Council
Waldara,3678,Wangaratta Rural City Council
Walhalla,3825,Baw Baw Shire Council
Walkerville,3956,South Gippsland Shire Council
Walkerville North,3956,South Gippsland Shire Council
Walkerville South,3956,South Gippsland Shire Council
Wallace,3352,Moorabool Shire Council
Wallacedale,3303,Glenelg Shire Council
Wallacedale,3303,Moyne Shire Council
Wallagaraugh,3891,East Gippsland Shire Council
Wallaloo,3387,Northern Grampians Shire Council
Wallaloo East,3387,Northern Grampians Shire Council
Wallan,3756,Mitchell Shire Council
Wallinduc,3351,Golden Plains Shire Council
Wallington,3222,Greater Geelong City Council
Wallup,3401,Yarriambiack Shire Council
Walmer,3463,Mount Alexander Shire Council
Walpa,3875,East Gippsland Shire Council
Walpeup,3507,Mildura Rural City Council
Walwa,3709,Towong Shire Council
Wanalta,3612,Campaspe Shire Council
Wandana Heights,3216,Greater Geelong City Council
Wandella,3579,Gannawarra Shire Council
Wandiligong,3744,Alpine Shire Council
Wandin East,3139,Yarra Ranges Shire Council
Wandin North,3139,Yarra Ranges Shire Council
Wando Bridge,3312,Glenelg Shire Council
Wando Vale,3312,Glenelg Shire Council
Wando Vale,3312,Southern Grampians Shire Council
Wandong,3758,Mitchell Shire Council
Wandown,3549,Swan Hill Rural City Council
Wangandary,3678,Wangaratta Rural City Council
Wangarabell,3891,East Gippsland Shire Council
Wangaratta,3677,Wangaratta Rural City Council
Wangaratta South,3678,Wangaratta Rural City Council
Wangie,3530,Buloke Shire Council
Wangoom,3279,Moyne Shire Council
Wannon,3301,Southern Grampians Shire Council
Wantirna,3152,Knox City Council
Wantirna South,3152,Knox City Council
Waranga,3616,Greater Shepparton City Council
Waranga Shores,3612,Campaspe Shire Council
Waratah Bay,3959,South Gippsland Shire Council
Warburton,3799,Yarra Ranges Shire Council
Wareek,3465,Central Goldfields Shire Council
Wareek,3465,Pyrenees Shire Council
Wargan,3505,Mildura Rural City Council
Warmur,3482,Buloke Shire Council
Warncoort,3243,Colac Otway Shire Council
Warne,3530,Buloke Shire Council
Warneet,3980,Casey City Council
Warrabkook,3286,Moyne Shire Council
Warracknabeal,3393,Yarriambiack Shire Council
Warragul,3820,Baw Baw Shire Council
Warragul South,3821,Baw Baw Shire Council
Warragul West,3821,Baw Baw Shire Council
Warrak,3377,Ararat Rural City Council
Warrandyte,3113,Manningham City Council
Warrandyte South,3134,Manningham City Council
Warranwood,3134,Maroondah City Council
Warrayure,3301,Southern Grampians Shire Council
Warrenbayne,3670,Benalla Rural City Council
Warrenheip,3352,Ballarat City Council
Warrenheip,3352,Moorabool Shire Council
Warrenmang,3478,Pyrenees Shire Council
Warrion,3249,Colac Otway Shire Council
Warrnambool,3280,Moyne Shire Council
Warrnambool,3280,Warrnambool City Council
Warrock,3312,Glenelg Shire Council
Warrong,3283,Moyne Shire Council
Wartook,3401,Horsham Rural City Council
Watchem,3482,Buloke Shire Council
Watchem West,3482,Buloke Shire Council
Watchem West,3482,Yarriambiack Shire Council
Watchupga,3485,Buloke Shire Council
Waterford Park,3658,Mitchell Shire Council
Waterholes,3875,East Gippsland Shire Council
Waterloo,3373,Pyrenees Shire Council
Waterways,3195,Kingston City Council
Watsonia,3087,Banyule City Council
Watsonia North,3087,Banyule City Council
Watsons Creek,3097,Nillumbik Shire Council
Wattle Bank,3995,Bass Coast Shire Council
Wattle Creek,3384,Pyrenees Shire Council
Wattle Flat,3352,Ballarat City Council
Wattle Flat,3352,Hepburn Shire Council
Wattle Flat,3352,Moorabool Shire Council
Wattle Glen,3096,Nillumbik Shire Council
Wattle Hill,3237,Corangamite Shire Council
Waubra,3352,Ballarat City Council
Waubra,3352,Pyrenees Shire Council
Waurn Ponds,3216,Greater Geelong City Council
Waygara,3888,East Gippsland Shire Council
Weatherboard,3352,Ballarat City Council
Wedderburn,3518,Loddon Shire Council
Wedderburn Junction,3518,Loddon Shire Council
Wee Wee Rup,3568,Gannawarra Shire Council
Weeaproinah,3237,Colac Otway Shire Council
Weering,3251,Colac Otway Shire Council
Weerite,3260,Corangamite Shire Council
Wehla,3518,Loddon Shire Council
Weir Views,3338,Melton City Council
Wellsford,3551,Greater Bendigo City Council
Welshmans Reef,3462,Mount Alexander Shire Council
Welshpool,3966,South Gippsland Shire Council
Wemen,3549,Swan Hill Rural City Council
Wendouree,3355,Ballarat City Council
Wensleydale,3241,Surf Coast Shire Council
Werneth,3352,Corangamite Shire Council
Werneth,3352,Golden Plains Shire Council
Werona,3364,Hepburn Shire Council
Werona,3364,Mount Alexander Shire Council
Werribee,3030,Wyndham City Council
Werribee South,3030,Wyndham City Council
Werrimull,3496,Mildura Rural City Council
Wesburn,3799,Yarra Ranges Shire Council
West Bendigo,3550,Greater Bendigo City Council
West Creek,3992,Bass Coast Shire Council
West Footscray,3012,Maribyrnong City Council
West Melbourne,3003,Melbourne City Council
West Wodonga,3690,Wodonga City Council
Westbury,3825,Baw Baw Shire Council
Westby,3579,Gannawarra Shire Council
Westmeadows,3049,Hume City Council
Westmere,3351,Ararat Rural City Council
Whanregarwen,3714,Murrindindi Shire Council
Wharparilla,3564,Campaspe Shire Council
Wheatsheaf,3461,Hepburn Shire Council
Wheelers Hill,3150,Monash City Council
Whipstick,3556,Greater Bendigo City Council
Whirily,3483,Buloke Shire Council
White Hills,3550,Greater Bendigo City Council
Whiteheads Creek,3660,Mitchell Shire Council
Whitelaw,3950,South Gippsland Shire Council
Whitfield,3733,Wangaratta Rural City Council
Whitlands,3678,Wangaratta Rural City Council
Whittington,3219,Greater Geelong City Council
Whittlesea,3757,Whittlesea City Council
Whoorel,3243,Colac Otway Shire Council
Whorouly,3735,Wangaratta Rural City Council
Whorouly East,3735,Wangaratta Rural City Council
Whorouly South,3735,Wangaratta Rural City Council
Whroo,3612,Strathbogie Shire Council
Wickliffe,3379,Ararat Rural City Council
Wilby,3728,Moira Shire Council
Wild Dog Valley,3953,South Gippsland Shire Council
Wildwood,3429,Hume City Council
Wilkur,3393,Buloke Shire Council
Wilkur,3393,Yarriambiack Shire Council
Willangie,3485,Buloke Shire Council
Willatook,3283,Moyne Shire Council
Willaura,3379,Ararat Rural City Council
Willaura North,3379,Ararat Rural City Council
Willenabrina,3393,Yarriambiack Shire Council
Williams Landing,3027,Wyndham City Council
Williamstown,3016,Hobsons Bay City Council
Williamstown North,3016,Hobsons Bay City Council
Willow Grove,3825,Baw Baw Shire Council
Willowmavin,3764,Mitchell Shire Council
Willowvale,3360,Golden Plains Shire Council
Willung,3847,Wellington Shire Council
Willung South,3847,Wellington Shire Council
Wilsons Hill,3515,Greater Bendigo City Council
Wilsons Promontory,3960,South Gippsland Shire Council
Wimbledon Heights,3922,Bass Coast Shire Council
Winchelsea,3241,Colac Otway Shire Council
Winchelsea,3241,Surf Coast Shire Council
Winchelsea South,3241,Surf Coast Shire Council
Windermere,3352,Ballarat City Council
Windsor,3181,Port Phillip City Council
Windsor,3181,Stonnington City Council
Wingan River,3891,East Gippsland Shire Council
Wingeel,3321,Colac Otway Shire Council
Wingeel,3321,Golden Plains Shire Council
Winjallok,3477,Northern Grampians Shire Council
Winlaton,3585,Swan Hill Rural City Council
Winnambool,3546,Swan Hill Rural City Council
Winnap,3304,Glenelg Shire Council
Winnindoo,3858,Wellington Shire Council
Winslow,3281,Moyne Shire Council
Winter Valley,3358,Ballarat City Council
Winton,3673,Benalla Rural City Council
Winton North,3673,Benalla Rural City Council
Wirrate,3608,Strathbogie Shire Council
Wiseleigh,3885,East Gippsland Shire Council
Wodonga,3690,Wodonga City Council
Wollert,3750,Whittlesea City Council
Wombat Creek,3888,East Gippsland Shire Council
Wombelano,3409,West Wimmera Shire Council
Won Wron,3971,Wellington Shire Council
Wonga,3960,South Gippsland Shire Council
Wonga Park,3115,Manningham City Council
Wonga Park,3115,Maroondah City Council
Wonga Park,3115,Yarra Ranges Shire Council
Wongarra,3234,Colac Otway Shire Council
Wonthaggi,3995,Bass Coast Shire Council
Wonwondah,3401,Horsham Rural City Council
Wonyip,3962,Wellington Shire Council
Wood Wood,3596,Swan Hill Rural City Council
Woodend,3442,Macedon Ranges Shire Council
Woodend North,3442,Macedon Ranges Shire Council
Woodfield,3715,Mansfield Shire Council
Woodford,3281,Moyne Shire Council
Woodford,3281,Warrnambool City Council
Woodglen,3875,East Gippsland Shire Council
Woodhouse,3294,Southern Grampians Shire Council
Woodleigh,3945,Bass Coast Shire Council
Woods Point,3723,Mansfield Shire Council
Woodside,3874,Wellington Shire Council
Woodside Beach,3874,Wellington Shire Council
Woodside North,3874,Wellington Shire Council
Woodstock,3751,Whittlesea City Council
Woodstock On Loddon,3551,Loddon Shire Council
Woodstock West,3463,Loddon Shire Council
Woodvale,3556,Greater Bendigo City Council
Wool Wool,3249,Colac Otway Shire Council
Woolamai,3995,Bass Coast Shire Council
Woolenook,3860,Wellington Shire Council
Woolshed Flat,3518,Loddon Shire Council
Woolsthorpe,3276,Moyne Shire Council
Woomelang,3485,Yarriambiack Shire Council
Wooragee,3747,Indigo Shire Council
Woorarra East,3962,South Gippsland Shire Council
Woorarra East,3962,Wellington Shire Council
Woorarra West,3960,South Gippsland Shire Council
Wooreen,3953,South Gippsland Shire Council
Woori Yallock,3139,Yarra Ranges Shire Council
Woorinen,3589,Swan Hill Rural City Council
Woorinen North,3589,Swan Hill Rural City Council
Woorinen South,3588,Swan Hill Rural City Council
Woorndoo,3272,Ararat Rural City Council
Woorndoo,3272,Moyne Shire Council
Wooroonook,3525,Buloke Shire Council
Woosang,3518,Buloke Shire Council
Woosang,3518,Loddon Shire Council
Wootong Vale,3315,Southern Grampians Shire Council
Wroxham,3891,East Gippsland Shire Council
Wuk Wuk,3875,East Gippsland Shire Council
Wulgulmerang,3885,East Gippsland Shire Council
Wulgulmerang East,3885,East Gippsland Shire Council
Wunghnu,3635,Moira Shire Council
Wurdiboluc,3241,Surf Coast Shire Council
Wurruk,3850,Wellington Shire Council
Wy Yung,3875,East Gippsland Shire Council
Wycheproof,3527,Buloke Shire Council
Wycheproof South,3527,Buloke Shire Council
Wychitella,3525,Loddon Shire Council
Wychitella North,3525,Loddon Shire Council
Wye River,3234,Colac Otway Shire Council
Wyelangta,3237,Colac Otway Shire Council
Wyndham Vale,3024,Wyndham City Council
Wyuna,3620,Campaspe Shire Council
Wyuna East,3620,Campaspe Shire Council
Yaapeet,3424,Yarriambiack Shire Council
Yabba North,3646,Moira Shire Council
Yabba South,3646,Moira Shire Council
Yackandandah,3749,Indigo Shire Council
Yalca,3637,Moira Shire Council
Yalla-Y-Poora,3378,Ararat Rural City Council
Yallambie,3085,Banyule City Council
Yallourn,3825,Latrobe City Council
Yallourn North,3825,Baw Baw Shire Council
Yallourn North,3825,Latrobe City Council
Yambuk,3285,Moyne Shire Council
Yambuna,3621,Campaspe Shire Council
Yan Yean,3755,Nillumbik Shire Council
Yan Yean,3755,Whittlesea City Council
Yanac,3418,Hindmarsh Shire Council
Yanakie,3960,South Gippsland Shire Council
Yando,3537,Loddon Shire Council
Yandoit,3461,Hepburn Shire Council
Yandoit Hills,3461,Mount Alexander Shire Council
Yangery,3283,Moyne Shire Council
Yangery,3283,Warrnambool City Council
Yannathan,3981,Cardinia Shire Council
Yapeen,3451,Mount Alexander Shire Council
Yarck,3719,Murrindindi Shire Council
Yarpturk,3283,Moyne Shire Council
Yarra Glen,3775,Yarra Ranges Shire Council
Yarra Junction,3797,Yarra Ranges Shire Council
Yarraberb,3516,Loddon Shire Council
Yarragon,3823,Baw Baw Shire Council
Yarragon South,3823,Baw Baw Shire Council
Yarram,3971,Wellington Shire Council
Yarrambat,3091,Nillumbik Shire Council
Yarraville,3013,Maribyrnong City Council
Yarrawalla,3575,Loddon Shire Council
Yarrawonga,3730,Moira Shire Council
Yarrawonga South,3730,Moira Shire Council
Yarroweyah,3644,Moira Shire Council
Yatchaw,3301,Southern Grampians Shire Council
Yawong Hills,3478,Buloke Shire Council
Yea,3717,Murrindindi Shire Council
Yellingbo,3139,Yarra Ranges Shire Council
Yelta,3505,Mildura Rural City Council
Yendon,3352,Moorabool Shire Council
Yeo,3249,Colac Otway Shire Council
Yeodene,3249,Colac Otway Shire Council
Yering,3770,Yarra Ranges Shire Council
Yeungroon,3525,Buloke Shire Council
Yeungroon East,3525,Buloke Shire Council
Yielima,3638,Moira Shire Council
Yinnar,3869,Latrobe City Council
Yinnar South,3869,Latrobe City Council
Youanmite,3646,Moira Shire Council
Youarang,3728,Moira Shire Council
Yulecart,3301,Southern Grampians Shire Council
Yundool,3727,Moira Shire Council
Yuroke,3063,Hume City Council
Yuulong,3237,Colac Otway Shire Council
Zeerust,3634,Greater Shepparton City Council
